Date,Close,High,Low,Open,Volume
2025-06-12,454.1365661621094,454.1365661621094,441.7783947546729,442.5622708142364,1700600
2025-06-13,470.7625427246094,472.5528586645003,458.0849971839706,463.5237537367017,2729700
2025-06-16,451.9978332519531,467.1625062134314,449.5397371513507,466.4657242295371,2766600
2025-06-17,463.8818054199219,466.0495584177593,452.42363602169297,455.5785140358754,2191200
2025-06-18,453.4881896972656,466.8044252887997,452.8688147921882,463.0205443242597,1871200
2025-06-20,455.3849487304688,459.0140153034866,446.239689153096,453.8752593987669,2419400
2025-06-23,457.2236633300781,466.814080000174,453.42040870412126,457.67850751537657,2666400
2025-06-24,445.3590698242188,453.58495420729616,442.92031814102353,452.7623598623045,1970200
2025-06-25,443.607421875,449.888116793874,441.7783581984224,449.2397105899848,1265500
2025-06-26,443.13323974609375,449.10427725636487,441.9138933961437,444.4977723933373,1590100
2025-06-27,443.8009948730469,444.37196450565614,436.9009244709215,440.94614671000073,1996400
2025-06-30,448.2042846679688,448.8623483661775,443.1139041355544,444.6332805388417,1205600
2025-07-01,450.9139404296875,454.3010692085744,445.1654966537031,448.068749892749,1242800
2025-07-02,447.6332702636719,451.87202490902223,443.820328475242,450.972023452385,1127300
2025-07-03,447.604248046875,450.3430003203943,446.1042455885313,448.7558742697664,707900
2025-07-07,453.933349609375,455.3752893644073,446.4913409433178,449.5204067518369,1224100
2025-07-08,448.0784606933594,451.5720281008384,445.7945526664212,449.2300869021244,1243000
2025-07-09,448.1268310546875,450.9623347469389,445.3687344572949,450.37202074005705,892700
2025-07-10,449.3364868164063,451.4365195856544,441.2944779687285,443.8880436898226,1253300
2025-07-11,452.4333190917969,453.1107271310847,446.9268130567786,449.76231664713583,1209200
2025-07-14,458.29791259765625,459.4495388122557,452.907531681714,454.8430339538581,1488000
2025-07-15,454.9591369628906,458.6559532086775,453.401071886575,458.0269209078881,1039500
2025-07-16,456.265625,457.35918849879016,451.3688066603545,454.5236847848753,935000
2025-07-17,454.0688171386719,459.1011050189861,452.6268479512267,455.3268817253957,926200
2025-07-18,448.9977722167969,456.01396738130376,446.1042060065424,454.08815222822267,1845300
2025-07-21,445.6784057617188,452.2881326741236,445.6784057617188,449.6558780763764,1577800
2025-07-22,397.49407958984375,423.3427328796956,396.88439166808143,409.1167798166419,8886500
2025-07-23,405.8651428222656,409.7167732496928,397.745697020907,400.4166994734935,4578600
2025-07-24,406.98773193359375,413.1136132159031,406.581292991692,407.4232317619096,3083900
2025-07-25,407.5877380371094,411.9426179257311,405.0135166033804,407.9458012137156,2461800
2025-07-28,407.7522277832031,415.0297051171397,407.5877266418358,412.1651702509566,2423700
2025-07-29,406.581298828125,409.98777227302605,403.8909517896115,409.1071151750357,2428800
2025-07-30,405.1780395507813,409.1651695157746,403.6973814903168,406.58129051487634,1632100
2025-07-31,407.4038696289063,408.95224776566266,399.24570539210697,403.6780219788189,2178000
2025-08-01,407.4329223632813,410.2877705444947,403.55223078917015,407.1909845750383,2006300
2025-08-04,410.0361633300781,410.90713343558434,405.4877212308271,406.45547235548304,1548200
2025-08-05,414.4297180175781,416.20071905392746,408.2554613278008,409.6780566137948,1643900
2025-08-06,420.8265686035156,422.5394774057111,413.8684358837299,413.97487432789467,2032300
2025-08-07,416.8587951660156,420.826580666851,414.24585532723074,416.5491077194269,1490000
2025-08-08,411.9039001464844,419.6071905345342,410.2393670944516,417.2845938309445,1477600
